37da9718bfb6e335a2010bae55ce85a2,33598,59121,18:00:03
3e0cff516c2e9b4d25dd421e51098850,41773,28841,18:38:29
55a911aa72847660c9a1f233c4bc6127,41744,9673,18:59:18
d93934902b147defe020802a2b2fa485,42255,26411,19:00:28
acd1ac75c11a673a12e20c486e2ea284,41852,48121,19:00:19
5d8e75d4e7e97012cd4998e9c266e547,41744,25063,18:59:16
651d29f5cfc6372b3240e46349e9430b,45338,4424,19:02:17
3c3c630cfd5d1e20ef8fdfaed6e2efc7,47089,20591,19:02:32
5873b6ad4eb1b7e07befecb18ab32d4d,41792,11921,19:03:21
b870196e1fe338bd0a548fb4ebd0ffdb,41777,7231,19:04:32
bd50a330586c534efad864c124e36a75,41744,131,19:04:09
418a53b0b776bb59996eb741eb0a7875,41752,46203,19:05:00
aec62d27c0e96fa1c3bb9f8b9a4991d3,41753,23862,19:05:47
d193387bc56e45ced38ec0feaabc1361,41784,12044,19:06:30
6aad4d6539df2c80ff591f788b1794e0,41745,1781,19:07:14
6aad4d6539df2c80ff591f788b1794e0,41745,1781,19:07:14
57067226988c12005af4e9a1e1feb7d6,41792,8373,19:06:24
abe50db9f9bccc1fe7eb3cdcb522df12,41744,39675,19:07:55
15ec43d50e432538d926fc9e5d41bd0b,41760,25921,19:09:43
15ec43d50e432538d926fc9e5d41bd0b,41760,25921,19:12:40
7dee9bf3b8b55b6ab6bbb173322f82cd,33562,6708,19:09:58
b80bafcf2ab0b98c14e917b31da01d7b,41768,36042,19:13:59
b80bafcf2ab0b98c14e917b31da01d7b,41768,36042,19:14:06
019201e614724acf4b87c762ed3aa75c,41764,9932,19:13:11
5ec553d1727dd9ae48e94396f30b0a60,41736,10197,19:14:12
cc9123264fc51ef1fa3f054f8de9df78,1317,57773,19:10:28
cc9123264fc51ef1fa3f054f8de9df78,1317,57773,19:09:16
c3138f22164d94eb0628f18c7e6beb34,41760,4422,19:15:24
ad83a122faf18cbe3d1375a00feb6267,41764,9262,19:15:06
cc9a6c35c060f3f5d1642000ebc3ab66,49422,30713,19:15:12
d6e3166248185548814fedd45f068c2f,41848,59563,19:16:25
770cda7bcec27154aeb03c554aaa0c52,16659,11646,19:17:04
1a514d0399305e4f7bb7051f0903c63d,41736,5813,19:18:50
b8b033f0549a958caa0dc207cc0336d8,41760,26382,19:19:06
cee10e98c014b48e9fbbae8262f761ee,41768,6313,19:20:09
5f8635e261514dc46dd66ceaf7c5f60d,41784,1541,19:20:35
24c749e8e9740f4d201c2cf713a7ce1c,41744,19633,19:20:03
4a5fa5be9b0f6b1485400895be82449e,41792,7675,19:19:42
63f37f52191d919e757d947bf2a94454,41764,8972,19:20:34
fc7d99f57c59d43ae37eb5440529a8bb,41744,46774,19:20:46
736c3ea2940ee4d62ac760157844395d,41744,25697,19:19:52
810936e903864abc5051a13e724a2b53,41736,5567,19:19:53
5f4825dd5e7126c50b34cd40b138604f,41744,45263,19:20:32
2220f5ab0409145e71393751e1393193,41823,50822,19:20:13
1f395288c7331e4f4bfe74f1be90db7d,41745,11155,19:20:18
19269e82d5bb74d83bc25b337d4771c1,41764,8894,19:20:55
86fc07630abff8e5beba71109c6aaf29,41744,22703,19:20:56
86fc07630abff8e5beba71109c6aaf29,41744,22703,19:21:35
a727f84e3efea739bdcab57429ddfb50,41760,31066,19:21:42
b7d93f6fa5c076c2e6937deb824387ae,41822,52463,19:21:31
33cf18ee24fe3977d76f1060b9bdc827,41764,8712,19:21:22
467c3bae822bd3e8943e7bf37a3464f0,42286,23221,19:22:13
d00fa2932aa5027bd4c81618d8813794,62725,33931,19:20:57
86b202d448b8eff8d59802d33ef5c202,41760,27451,19:21:03
817890f9f9c391335736542c098a075e,46344,40991,19:21:18
5a814281cdd02ee4dd65096aed20c810,41745,1532,19:21:36
8509437bd2acad63e55ab442fa5b23e6,41776,24622,19:21:54
810936e903864abc5051a13e724a2b53,41736,5567,19:21:40
2db059de2c542dc695d6dc73986a6706,41744,22596,19:21:42
630537c8bb9f14d3f1c5bdd8cb3ac633,41768,6306,19:20:56
8453265e60775796ab9d930a884ccb7a,41760,40736,19:21:25
fe48ae539d18bf0d0e1f4c8b2df3bda7,41773,53713,19:21:47
c1544d07d1769765c9ac1b667d285295,41792,7805,19:22:00
fd2f61a15a68cc3da43c9b0f7389159c,47882,14411,19:20:58
f38de12351a20f0efd94e69358afb557,41764,39758,19:21:18
ae646d5f54e3de8671a3bff34e0a6258,41792,45853,19:21:19
e9fd000a0216b8f8e177895167bd6259,41745,1413,19:21:23
1be65f54c1a304f1354d9806e5c757f8,41736,5001,19:21:24
21894fea3c50ac0356988466024c8028,41736,28926,19:21:31
43493a28ae346bbdd829d8a32f6d84bc,41832,60961,19:21:45
51b921f75a2f1809bed4125ed8716a9a,41792,7122,19:21:38
28ba23ffab65c4c27312dbb479623c01,41817,49732,19:22:02
4397dcbd585c2caad3e71977f982ea45,41792,11011,19:22:11
c1c5cedf0bc76f257adae69044e9f0cc,41760,21592,19:21:51
a407e4bf048458c09b9b63deb0bc2690,41736,5202,19:21:51
67e634c0d004e3737f93f608d5c12721,41744,1305,19:22:01
4aa090bb8a80a9662355488ecb1617a2,41760,9734,19:22:29
e97953acd365c9b3bf149220fa89c612,41756,32152,19:22:38
c487b4e42ce26c0a2266bc682e9970be,41792,39501,19:22:24
3703f9bcea7d6fc74e8db529d731d4e9,41784,37905,19:22:48
09f070d63d1dd8077c5876fa91120e64,41778,1364,19:22:09
cee422e22f8571985870f232cbf02120,41764,39583,19:22:23
8dc77aaa24c4bcd2916c08a1a733f8b9,41776,8883,19:22:22
cd1cf5fc015889bef7f29c1f35ab54ad,41760,4262,19:23:17
9271e6183e3fc50d5d55c4b70784806c,41736,23384,19:23:13
f4744b24724ad038d15fa1d6119b14ce,41784,28146,19:23:25
7b9d7b9a3023eab316a1fc554dd23d9b,41760,18942,19:23:38
8e03ff2844133496d7168e6909e811b5,41770,65535,19:22:33
2429e6000ac15e9c9b59b1fcd65ace62,41745,46491,19:23:32
d616bfd02a47236733d2fe202a5795fc,41760,40732,19:23:56
2bceb32a1d706da03aef85191378cf4d,62784,53841,19:23:06
d81343b726e9610308089ddd54ebe095,41760,13994,19:23:23
6b55d7bcc20622f0bb2a365b4b92e90b,41736,40777,19:23:15
a74b30a499eda4a12fdc9cad412ee6a9,41832,44423,19:23:34
21a5d1e28a0e3e4b0007b4c97d79776b,41823,50571,19:23:32
6ea20a32ec83e6ab062d144c619ef8c1,59876,12051,19:23:07
f1a8f444249e07278e1648c4e82596c1,41833,42161,19:23:48
3237e4e5e3ef4e8fb7dcc3f7cc9dfde2,41744,261,19:23:27
594f1e3e866b0391ff6a8c5b8e6fbbed,41764,8911,19:23:14
5198c08e9373d79378f087f60dd5bfb3,41744,43592,19:24:01
5931f649208ced98bb89e0f349d8ac43,41760,14991,19:23:58
1bea73df95b3aadc286215d624bd0067,61873,32891,19:24:43
ff7d13528c0d833e1d05e996de8eab02,41736,9952,19:24:05
32c123f7b0ff26eb31cf46d41ca67f48,41760,26625,19:24:27
8b94c12eb298aab4680973237996d63a,41784,31632,19:23:43
153a961ff626d0dde5227d90e2516c18,41778,49372,19:23:53
43c9d3710309a241b10b94c53cad49e3,41744,43674,19:24:14
1ec853c1dc6dfec0aa2f6f1c32b790f9,41752,38841,19:25:04
f0a2498b11871034a1f2417b4b5ebd3d,41777,51613,19:25:00
b0bd685d1ded8b8c077cc55ee7b11b62,58289,30643,19:25:17
9143e7dac0028628b1c08fccceb16f7c,61709,33582,19:24:33
e63804fe5d7af0f8ea0c4c7b4bd2b0eb,55043,20831,19:25:36
61623dd736b2ab14b1e48a2a2361e38f,41760,4012,19:24:25
67e634c0d004e3737f93f608d5c12721,41744,1305,19:25:03
bd5f7db7b947ffea49bed8a27d2243d1,41833,43272,19:25:08
4c9a0e278c27e93ad13be2d332c93972,41744,1145,19:25:16
ef99b4377bb9b2ac490c7dad01ed9a4e,41745,40703,19:25:07
cabf32becd94b51879f25d618b9bdbd9,41821,51283,19:25:21
b808b002e086a5f52b6b63b6f94bb51d,41792,8071,19:24:34
e8df6939cc434d2698bad43edd273292,41745,24563,19:24:53
f35f99e105458578bc8cfd211769bfcf,41764,43146,19:25:34
c31bead06343c2a476d07557fb6ba0cc,41769,4004,19:25:34
59fcbea0fd673c8270a702c7f7a2591a,41792,23991,19:23:11
1aeb256359df8569e0878d4c705be35d,62881,11701,19:26:02
f0f0698f832546c346adea53f1920831,33586,29416,19:26:14
f0a2498b11871034a1f2417b4b5ebd3d,41777,51613,19:26:36
2b573265b9993ef49a9dfee8abc6a609,41736,6342,19:25:51
666b1e8f049c73b92b027a0cfab52f6e,42257,63937,19:26:19
0542094a2adac24a3404abc348b6d498,41760,21735,19:26:22
7f1b34ef84425e57a1e060db5c5b4972,41792,7055,19:26:15
69cdfc92d7a3e328ab7641659b58e016,41736,45074,19:26:49
e4be4f098ea62220d59489d6f3b9b329,41744,21584,19:23:01
23fbdbcca2fddbe24fcb338a800226c4,41784,25602,19:26:09
5eed245864beb859c2c0ae63ad9fa0e2,41768,51071,19:27:06
810cc219010e2725bedfaa1046291534,63435,11592,19:25:57
464480faa3d6c289f040f1883ef26520,41760,41144,19:26:10
3154139aa4864f20694f555487c4da34,41744,30232,19:26:25
34e9cf6de21018b9209b6a35525e4584,41764,8803,19:26:47
721d6739aa83aa91c75fa5250123e4c1,41832,41421,19:26:36
70de121589b79a8e50d1a4930b9bf057,41736,5102,19:25:49
cc6f9a38410a05155395d4c446521b6b,41784,44488,19:26:18
e71726ed93d1adfa850ad7806ddc0074,41777,51341,19:27:38
820e276586fb2759a6d121cf6abfcf0f,62753,37126,19:27:41
14119be19600bf48165b7e036d4d90cc,61726,40582,19:28:00
c7e25606946b175463bd05c8659936d8,41745,11155,19:26:54
7a0405a9cbb2c08142ff0bdb6c67836e,41770,28533,19:27:15
cd7a51ca6063fdd31995d6b3e50d183d,41852,62281,19:30:35
bac41a3298c825600a4eb89abd1027c1,41820,51791,19:27:37
7bc4dde4d878bc57e3405b2e3377d14a,62752,33602,19:27:34
1ddcef406b8e2cb68ac005b10da01693,41784,1952,19:27:43
f16fb3ea2ec9ebf03f33eac59f506e29,41744,30395,19:28:27
6c201e04520ed9d69058e012a3945bc0,41744,20514,19:27:17
5dfa93c26757c93572ff113a018d5cfd,41778,22242,19:27:23
0a84fb95ea510584349e1ac832f383e2,61729,47523,19:25:12
1865c3623a3789fd6cad81e34f076eb0,41744,25674,19:28:15
e9cece848a770f1b7e663a1c87dc684a,41784,37081,19:28:35
28ba23ffab65c4c27312dbb479623c01,41817,49732,19:27:31
f27165f63d918cf7f193c735e9ddae72,41744,835,19:27:50
762eabc126fd55283f215bef730dcffc,41736,5371,19:28:08
5c29dfc04a3c016e38680a1982bced14,43028,10112,19:28:29
ca78f45c3616407df5b5d2e0d32f4b5e,41752,26712,19:27:16
f1a8f444249e07278e1648c4e82596c1,41833,42161,19:27:34
0f1d6050c4012879e36694baee82fb68,41744,25061,19:28:21
5b23253208a8487a389dcef33d0ffff9,41753,23772,19:28:21
0309021be7e63b14fcb085cf2d0e4ea3,41784,40474,19:28:02
4750936d897ebdc2d7548de10048be59,41736,41981,19:28:42
67b0f03348ecb8cd5f4c7f201bc4f5bf,41784,2582,19:29:22
95e28a4add47d68877f7e5c021368f8d,41784,1686,19:29:27
4a524fbae25ed2769f88fb279b7b0f5a,33567,15132,19:28:48
15d5bb0582648d5c9ce30a4e7d6b7509,41752,21192,19:29:14
ce0857e4a7417ca4d26bb6968396f664,41832,39144,19:25:42
e0b29d5842583f8d9a2dfa2777a9f3ac,41736,6264,19:28:45
a147ba8fc2d2ec243ce1d8270aee030a,41833,42693,19:28:57
f13dfd344ba75732c6dcd8558526e8cf,41736,41263,19:29:37
766042a9fcb6214485de67ec190101b1,41756,32253,19:29:24
f72e5b93a4892be0882e9e1c18cc53a1,48064,11451,19:29:50
6c201e04520ed9d69058e012a3945bc0,41744,20514,19:28:49
c348397ce4ab533574abcd0982ddde70,41760,21594,19:28:59
843f2d780dae6251770851796a1d63d6,41776,24731,19:29:08
ec8b05b98e7b8170b63c470adf82f4ed,41784,38117,19:29:58
85dc8a0f84ba2632c38f0258154f69e5,41744,1391,19:30:07
e1a5cc12c681a605596ef9ed6ba92271,61723,32801,19:29:40
8486e52bfd5c5ec903ab308f1a795908,41760,4522,19:30:11
441e204b9020c564a49e0f54006b814d,41744,30363,19:30:03
31e1001d69d3277b8e58b6871f2c514a,41776,58182,19:30:19
d3d8b9e87e5279d5e008b69681c5ca2d,41816,47272,19:29:47
319157164ec74d3d00d07e06cdc8a480,41764,8882,19:30:00
14e3b513008f0ac9b313f9ef6275bf1d,41764,21443,19:30:14
f99f109e1c946feae21a05ef88bfcd40,61698,671,19:30:15
cb3a8732bd6eff72c0794b59bf6d3e83,41852,61483,19:30:25
14e3b513008f0ac9b313f9ef6275bf1d,41764,21443,19:30:34
bf57506b94f65fc9cc52168722a4e239,41784,21542,19:30:19
